id	source_hash	source	native_translation	verdict	recommendation	reason	native_visible_length	recommended_visible_length	length_ratio
patchouli-lang:botania:botania.entry.corporea	sha256:95583b9a007d9832638ac775d45a9d95b1b34c57d44034e2c83635b4624c3b3c	Basics of Corporea	Хранилище (Corporea). Основы	CHANGE	Основы Хранилища	Исправлена неестественная формулировка или языковая ошибка; смысл и разметка сохранены.	28	16	0.571
patchouli-lang:botania:botania.entry.corporeaBlock	sha256:8ba7d9511d519c560eefa35c79a530edd3c04c3ef9189ba9d8089e3701c216d9	Corporea Decor	Декор хранилища	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.entry.corporeaCrystalCube	sha256:31972cf294e5441b47a0e348a35ed5ea5f0bb1e14561f43fb63ec58bc911ec9c	Corporea Crystal Cube	Хранилище. Кристалл-кий куб	LENGTH_EXCEPTION	Хранилище. Кристаллический куб	Формулировка не проходит ограничение длины или маркеров.	27	30	1.111
patchouli-lang:botania:botania.entry.corporeaFunnel	sha256:54390e5693d97e752145080bd665c8559bff78014bd3b680fb42eb47bf923380	Corporea Funnel	Хранилище. Воронка	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	18		
patchouli-lang:botania:botania.entry.corporeaIndex	sha256:c79cde1a94e93dc7d025abbcbd77ae5c6ae72c1c61d919d8f3989cd4e9c3a67e	Corporea Index	Хранилище. Индекс	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	17		
patchouli-lang:botania:botania.entry.corporeaInterceptor	sha256:9e7c651e07c23f7717fa56e1c3b02d6d03246f1dadd65f63ef0ecdc96bc2adb0	Corporea Interceptor	Хранилище. Перехватчик	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	22		
patchouli-lang:botania:botania.entry.corporeaRetainer	sha256:0bf5190c205fc4479cc9f5dd78abd8969ad7fdd5efc47a4cfc6bdcc5b115147f	Corporea Retainer	Хранилище. Извлекатель	CHANGE	Хранилище. Повторитель	Исправлена неестественная формулировка или языковая ошибка; смысл и разметка сохранены.	22	22	1.000
patchouli-lang:botania:botania.entry.cosmeticBaubles	sha256:bf4a6296c187929b216b6828efdc45bff245bd4c10d7018aa86faf8c50423d89	Cosmetic Trinkets	Косметические безделушки	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	24		
patchouli-lang:botania:botania.entry.craftCrate	sha256:a64ff0905b860531e037d30e66b73a15de2aed22594eff8f94485e26b71aa18f	Crafty Crate	Сборочный ящик	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	14		
patchouli-lang:botania:botania.entry.craftingHalo	sha256:cb0a98a2f794c80f71fa231b66bbef8ff8a55608b5d803d931043c91d11cf57e	Assembly Halo	Сборочный венец	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.entry.crystalBow	sha256:8c9652c33c61c557be0e6adf410b6192621d75caa0420686e3b8fd5bb14381b8	Crystal Bow	Кристальный лук	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.entry.daffomill	sha256:be9ceb4b3c04303f6b90adab94d213ca751492784efc93bf7c307edad81457ae	Daffomill	Тупомельник	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	11		
patchouli-lang:botania:botania.entry.dandelifeon	sha256:65cc8ee6049e1a6fe934fe100f72c116733b963ced0a9784d771501b5760bd07	Dandelifeon	Жизнеодуванчик	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	14		
patchouli-lang:botania:botania.entry.decorativeBlocks	sha256:7d3d527097b6191bb3acc8b7bdace0973f09a7371fe522e638b5b76d0477842d	Decorative Blocks	Декоративные блоки	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	18		
patchouli-lang:botania:botania.entry.dirtRod	sha256:9cb14b2e6ecb557a97cef253d873997af0c655a28d218d497446d1680b2ded70	Rod of the Lands	Жезл Земель	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	11		
