item_id	translation_key	en_us	ru_ru	status
actuallyadditions:void_crystal	item.actuallyadditions.void_crystal	Void Crystal	Кристалл Пустоты	HAS_RU
actuallyadditions:void_crystal_block	block.actuallyadditions.void_crystal_block	Void Crystal Block	Кристальный блок Пустоты	HAS_RU
actuallyadditions:void_crystal_cluster	block.actuallyadditions.void_crystal_cluster	Black Crystal Cluster	Чёрное кристаллическое скопление	HAS_RU
actuallyadditions:void_crystal_shard	item.actuallyadditions.void_crystal_shard	Black Crystal Shard	Чёрный осколок кристалла	HAS_RU
actuallyadditions:void_sack	item.actuallyadditions.void_sack	Void Sack	Пустотный мешок	HAS_RU
actuallyadditions:water_bowl	item.actuallyadditions.water_bowl	Bowl of Water	Миска с водой	HAS_RU
actuallyadditions:wings_of_the_bats	item.actuallyadditions.wings_of_the_bats	Wings Of The Bats (WIP)	Крылья летучей мыши (WIP)	HAS_RU
actuallyadditions:wood_casing	block.actuallyadditions.wood_casing	Wood Casing	Деревянный корпус	HAS_RU
actuallyadditions:wooden_aiot	item.actuallyadditions.wooden_aiot	Wooden AIOT	Деревянный мультиинструмент	HAS_RU
actuallyadditions:worm	item.actuallyadditions.worm	Worm	Червь	HAS_RU
actuallyadditions:xp_solidifier	block.actuallyadditions.xp_solidifier	Experience Solidifier	Затвердитель опыта	HAS_RU
advanced_ae:adv_pattern_encoder	item.advanced_ae.adv_pattern_encoder	Advanced Pattern Encoder	Усовершенствованный кодировщик шаблонов	HAS_RU
advanced_ae:adv_pattern_provider	block.advanced_ae.adv_pattern_provider	Advanced Extended Pattern Provider	МЭ Продвинутый поставщик шаблонов	HAS_RU
advanced_ae:adv_pattern_provider_capacity_upgrade	item.advanced_ae.adv_pattern_provider_capacity_upgrade	Advanced Pattern Provider Capacity Upgrade	Расширение возможностей поставщика расширенного шаблона	HAS_RU
advanced_ae:adv_pattern_provider_part	item.advanced_ae.adv_pattern_provider_part	Advanced Extended Pattern Provider	Расширенный поставщик расширенных шаблонов	HAS_RU
advanced_ae:adv_pattern_provider_upgrade	item.advanced_ae.adv_pattern_provider_upgrade	Advanced Pattern Provider Upgrade	Обновление расширенного поставщика шаблонов	HAS_RU
advanced_ae:adv_processing_pattern	item.advanced_ae.adv_processing_pattern	Advanced Processing Pattern	Усовершенствованный шаблон обработки	HAS_RU
advanced_ae:advanced_io_bus_part	item.advanced_ae.advanced_io_bus_part	ME Advanced IO Bus	Продвинутая шина ввода-вывода МЭ	HAS_RU
advanced_ae:attack_speed_card	item.advanced_ae.attack_speed_card	Attack Speed Card	Карта скорости атаки	HAS_RU
advanced_ae:auto_feeding_card	item.advanced_ae.auto_feeding_card	Auto Feeding Card	Карта автоматического питания	HAS_RU
advanced_ae:auto_stock_card	item.advanced_ae.auto_stock_card	Auto Stock Card	Карта автозапаса	HAS_RU
advanced_ae:data_entangler	block.advanced_ae.data_entangler	Quantum Data Entangler	Квантовый исказитель данных	HAS_RU
advanced_ae:evasion_card	item.advanced_ae.evasion_card	Evasion Card	Карта уклонения	HAS_RU
advanced_ae:flight_card	item.advanced_ae.flight_card	Flight Card	Карта полёта	HAS_RU
advanced_ae:flight_drift_card	item.advanced_ae.flight_drift_card	Flight Drift Card	Карта улучшенного полёта	HAS_RU
advanced_ae:hp_buffer_card	item.advanced_ae.hp_buffer_card	HP Buffer Card	Карта буфера HP	HAS_RU
advanced_ae:import_export_bus_part	item.advanced_ae.import_export_bus_part	ME Import Export Bus	МЭ шина импорта/экспорта	HAS_RU
advanced_ae:jump_height_card	item.advanced_ae.jump_height_card	Jump Height Card	Карта высоты прыжка	HAS_RU
advanced_ae:lava_immunity_card	item.advanced_ae.lava_immunity_card	Lava Immunity Card	Карта иммунитета к лаве	HAS_RU
advanced_ae:luck_card	item.advanced_ae.luck_card	Luck Card	Карта удачи	HAS_RU
advanced_ae:magnet_card	item.advanced_ae.magnet_card	Magnet Card	Карта магнита	HAS_RU
advanced_ae:night_vision_card	item.advanced_ae.night_vision_card	Night Vision Card	Карта ночного видения	HAS_RU
advanced_ae:pick_craft_card	item.advanced_ae.pick_craft_card	Pick Craft Card	Карта запроса изготовления	HAS_RU
advanced_ae:portable_workbench_card	item.advanced_ae.portable_workbench_card	Portable Workbench Card	Карта переносного верстака	HAS_RU
advanced_ae:printed_quantum_processor	item.advanced_ae.printed_quantum_processor	Printed Quantum Circuit	Печатная квантовая схема	HAS_RU
advanced_ae:quantum_accelerator	block.advanced_ae.quantum_accelerator	Quantum Computer Accelerator	Ускоритель квантового компьютера	HAS_RU
advanced_ae:quantum_alloy	item.advanced_ae.quantum_alloy	Quantum Alloy	Квантовый сплав	HAS_RU
advanced_ae:quantum_alloy_block	block.advanced_ae.quantum_alloy_block	Quantum Alloy Block	Блок из квантового сплава	HAS_RU
advanced_ae:quantum_alloy_plate	item.advanced_ae.quantum_alloy_plate	Quantum Alloy Plate	Пластина из квантового сплава	HAS_RU
advanced_ae:quantum_alloy_slab	block.advanced_ae.quantum_alloy_slab	Quantum Alloy Slab	Плита из квантового сплава	HAS_RU
advanced_ae:quantum_alloy_stairs	block.advanced_ae.quantum_alloy_stairs	Quantum Alloy Stairs	Лестница из квантового сплава	HAS_RU
advanced_ae:quantum_alloy_wall	block.advanced_ae.quantum_alloy_wall	Quantum Alloy Wall	Стена из квантового сплава	HAS_RU
advanced_ae:quantum_boots	item.advanced_ae.quantum_boots	Quantum Boots	Квантовые ботинки	HAS_RU
advanced_ae:quantum_chestplate	item.advanced_ae.quantum_chestplate	Quantum Chestplate	Квантовый нагрудник	HAS_RU
advanced_ae:quantum_core	block.advanced_ae.quantum_core	Quantum Computer Core	Ядро квантового компьютера	HAS_RU
advanced_ae:quantum_crafter	block.advanced_ae.quantum_crafter	Quantum Crafter	Квантовый крафтер	HAS_RU
advanced_ae:quantum_crafter_terminal	item.advanced_ae.quantum_crafter_terminal	Quantum Crafter Terminal	Квантовый терминал изготовления	HAS_RU
advanced_ae:quantum_helmet	item.advanced_ae.quantum_helmet	Quantum Helmet	Квантовый шлем	HAS_RU
advanced_ae:quantum_infused_dust	item.advanced_ae.quantum_infused_dust	Quantum Infused Dust	Квантовая пыль	HAS_RU
advanced_ae:quantum_infusion_bucket	item.advanced_ae.quantum_infusion_bucket	Quantum Infusion Bucket	Ведро с инфузией кванта	HAS_RU
advanced_ae:quantum_leggings	item.advanced_ae.quantum_leggings	Quantum Leggings	Квантовые леггинсы	HAS_RU
advanced_ae:quantum_multi_threader	block.advanced_ae.quantum_multi_threader	Quantum Computer Multi-Threader	Многопоточный квантовый компьютер	HAS_RU
advanced_ae:quantum_processor	item.advanced_ae.quantum_processor	Quantum Processor	Квантовый процессор	HAS_RU
advanced_ae:quantum_processor_press	item.advanced_ae.quantum_processor_press	Inscriber Quantum Press	Квантовая печать вырезателя	HAS_RU
advanced_ae:quantum_storage_128	block.advanced_ae.quantum_storage_128	128M Quantum Computer Storage	128M Квантовое компьютерное хранилище	HAS_RU
advanced_ae:quantum_storage_256	block.advanced_ae.quantum_storage_256	256M Quantum Computer Storage	256M Квантовое компьютерное хранилище	HAS_RU
advanced_ae:quantum_storage_component	item.advanced_ae.quantum_storage_component	Quantum Storage Component	Квантовый компонент для хранения данных	HAS_RU
advanced_ae:quantum_structure	block.advanced_ae.quantum_structure	Quantum Computer Structural Glass	Структурное стекло квантового компьютера	HAS_RU
advanced_ae:quantum_unit	block.advanced_ae.quantum_unit	Quantum Crafting Unit	Квантовое крафтовое устройство	HAS_RU
advanced_ae:quantum_upgrade_base	item.advanced_ae.quantum_upgrade_base	Quantum Upgrade Base Card	Базовая карта Квантового обновления	HAS_RU
advanced_ae:reach_card	item.advanced_ae.reach_card	Reach Card	Карта достижений	HAS_RU
advanced_ae:reaction_chamber	block.advanced_ae.reaction_chamber	Reaction Chamber	Реакционная камера	HAS_RU
advanced_ae:recharging_card	item.advanced_ae.recharging_card	ME Recharging Card	Карта зарядки	HAS_RU
advanced_ae:regeneration_card	item.advanced_ae.regeneration_card	Regeneration Card	Карта регенерации	HAS_RU
advanced_ae:shattered_singularity	item.advanced_ae.shattered_singularity	Shattered Singularity	Разбитая сингулярность	HAS_RU
advanced_ae:small_adv_pattern_provider	block.advanced_ae.small_adv_pattern_provider	Advanced Pattern Provider	Продвинутый поставщик шаблонов	HAS_RU
advanced_ae:small_adv_pattern_provider_part	item.advanced_ae.small_adv_pattern_provider_part	Advanced Pattern Provider	Продвинутый поставщик шаблонов	HAS_RU
advanced_ae:sprint_speed_card	item.advanced_ae.sprint_speed_card	Sprint Speed Card	Карта скорости бега	HAS_RU
advanced_ae:step_assist_card	item.advanced_ae.step_assist_card	Step Assist Card	Карта шаговой помощи	HAS_RU
advanced_ae:stock_export_bus_part	item.advanced_ae.stock_export_bus_part	ME Stock Export Bus	Шина экспорта запаса	HAS_RU
advanced_ae:strength_card	item.advanced_ae.strength_card	Strength Card	Карта силы	HAS_RU
advanced_ae:swim_speed_card	item.advanced_ae.swim_speed_card	Swim Speed Card	Карта скорости плавания	HAS_RU
advanced_ae:throughput_monitor	item.advanced_ae.throughput_monitor	ME Throughput Monitor	МЭ монитор производительности	HAS_RU
advanced_ae:throughput_monitor_configurator	item.advanced_ae.throughput_monitor_configurator	Throughput Monitor Configurator	Конфигуратор монитора производительности	HAS_RU
advanced_ae:walk_speed_card	item.advanced_ae.walk_speed_card	Walk Speed Card	Карта скорости ходьбы	HAS_RU
advanced_ae:water_breathing_card	item.advanced_ae.water_breathing_card	Water Breathing Card	Карта водного дыхания	HAS_RU
ae2:16k_crafting_storage	block.ae2.16k_crafting_storage	16k Crafting Storage	Хранилище для изготовления на 16К	HAS_RU
ae2:1k_crafting_storage	block.ae2.1k_crafting_storage	1k Crafting Storage	Хранилище для изготовления на 1К	HAS_RU
ae2:256k_crafting_storage	block.ae2.256k_crafting_storage	256k Crafting Storage	Хранилище для изготовления на 256К	HAS_RU
ae2:4k_crafting_storage	block.ae2.4k_crafting_storage	4k Crafting Storage	Хранилище для изготовления на 4К	HAS_RU
ae2:64k_crafting_storage	block.ae2.64k_crafting_storage	64k Crafting Storage	Хранилище для изготовления на 64К	HAS_RU
ae2:advanced_card	item.ae2.advanced_card	Advanced Card	Продвинутая карта	HAS_RU
ae2:annihilation_core	item.ae2.annihilation_core	Annihilation Core	Ядро уничтожения	HAS_RU
ae2:annihilation_plane	item.ae2.annihilation_plane	ME Annihilation Plane	МЭ плоскость уничтожения	HAS_RU
ae2:basic_card	item.ae2.basic_card	Basic Card	Основа карты	HAS_RU
ae2:black_covered_cable	item.ae2.black_covered_cable	Black ME Covered Cable	Чёрный ME покрытый кабель	HAS_RU
ae2:black_covered_dense_cable	item.ae2.black_covered_dense_cable	Black ME Dense Covered Cable	МЭ непрозрачный покрытый чёрный кабель	HAS_RU
ae2:black_glass_cable	item.ae2.black_glass_cable	Black ME Glass Cable	МЭ стеклянный чёрный кабель	HAS_RU
ae2:black_lumen_paint_ball	item.ae2.black_lumen_paint_ball	Black Lumen Paint Ball	Светлый шарик с чёрной краской	HAS_RU
ae2:black_paint_ball	item.ae2.black_paint_ball	Black Paint Ball	Шарик с чёрной краской	HAS_RU
ae2:black_smart_cable	item.ae2.black_smart_cable	Black ME Smart Cable	МЭ умный чёрный кабель	HAS_RU
ae2:black_smart_dense_cable	item.ae2.black_smart_dense_cable	Black ME Dense Smart Cable	МЭ непрозрачный умный чёрный кабель	HAS_RU
ae2:blank_pattern	item.ae2.blank_pattern	Blank Pattern	Пустой шаблон	HAS_RU
ae2:blue_covered_cable	item.ae2.blue_covered_cable	Blue ME Covered Cable	МЭ покрытый синий кабель	HAS_RU
ae2:blue_covered_dense_cable	item.ae2.blue_covered_dense_cable	Blue ME Dense Covered Cable	МЭ непрозрачный покрытый синий кабель	HAS_RU
ae2:blue_glass_cable	item.ae2.blue_glass_cable	Blue ME Glass Cable	МЭ стеклянный синий кабель	HAS_RU
ae2:blue_lumen_paint_ball	item.ae2.blue_lumen_paint_ball	Blue Lumen Paint Ball	МЭ шарик с синей краской	HAS_RU
