id	source_hash	translation
block:block.enderio.clear_glass_da_pink	sha256:6afde3d9dff353f4390c0e751a38f004bab1e85bd0a1e4a37949a886d2035c71	Розовое затеняющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_da_purple	sha256:047fb5d0220d4442998cc8bf87291290e1f4de9be7a6a9ee76d05f29372f50f1	Фиолетовое затеняющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_da_red	sha256:40b10f06a78d7bfcbece6f9c006e4e69a4252a4df885aa9d79ba8c7644cf45a8	Красное затеняющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_da_white	sha256:918e3678a633910f44dab6bfb46ccb7503dfb447f1b57c9c22839f626f862186	Белое затеняющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_da_yellow	sha256:a9f5831f1295db591e8b401cd39a31c4d047039442baaa548551b1ef242c8026	Жёлтое затеняющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_dm	sha256:edb61d6de9716dbbd9ea5d8d1e28891333b95f8978f6ac7fd198b939b2d8bf1e	Затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_black	sha256:1cd174d8b6c271596b1588da5ce6308fcff4bbbd653db1d58b2e8612c68695dc	Чёрное затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_blue	sha256:67c2a13d634cd7785b69e8866bd5123bad34efd75d1828aedd3f201146317b80	Синее затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_brown	sha256:7f6fa6eb04c89bf4cf3d90e5211345cd35c9c742fff3cb61c4eedace33d58843	Коричневое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_cyan	sha256:93ec6bba2bb06aef662cc5d122f5e3bbaadbe0593f4d84d1fd1b55b922877b5a	Бирюзовое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_gray	sha256:883ad6bbc48561c6e8e9633099a216fde28ef2fd2f934e7d311a3da8bba836fd	Серое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_green	sha256:1254044a35ceeea013140c71c9f2255dbb700e2cdf340705fd5882f8f6ecbdef	Зелёное затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_light_blue	sha256:c8f982c0fd28292fa676554914425ee8be92dec10e0890aea3379aa57eb9a0b5	Голубое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_light_gray	sha256:831258523cddbb3b910285612710ad1d0d1095a2c9786c7859beeb8fe84e3098	Светло-серое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_lime	sha256:15caa68731b386f420af8d522fd9e8792ccd76e17f7d6bb80f0e1d0e9a162893	Лаймовое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_magenta	sha256:e35b7b258bfa0ce8416bf0f8cbf45931a7ae9381c3e8da0e5317c360eb14e6c1	Пурпурное затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_orange	sha256:ba2dccdedbd5e8cfcd53f7a06136fc59fd7c7ad14e39809d1db7d66dbf9f8fad	Оранжевое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_pink	sha256:1032d9e7db287694f2002e7cf40005f7b293cea3bea94fb77d3bf1d4a30941f3	Розовое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_purple	sha256:22ee29b60999740586445fbb009496850a9941aa657ae86fa7ed738455ee1ac0	Фиолетовое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_red	sha256:20ee83806691bd9a2b964b53a3816de02cdcb3795f96ab9b57f3165d570c64a3	Красное затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_white	sha256:c8b0332d6c0da78c93cebe12375b423d5da6e42cf6415aa0b0c73d0f00377c1c	Белое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dm_yellow	sha256:e3f0ab89937dfaa4499f2707e2a7b0ef03201f4c1b0df3a8bfa93d59ffb92696	Жёлтое затеняющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_dna	sha256:1d880bfacf6ebff0a65fa045d55de9698a86c219516152ec3cdd15ede96fe993	Затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_black	sha256:5daed3dc361b27d337a67ee3f233492a742290e52d4d7d03ffb0c84452a011b6	Чёрное затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_blue	sha256:6fe54efd7917da0c4d5a179850661c81d4a43f60f87cdf453686bc9132a85a54	Синее затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_brown	sha256:3eb8260772439a660d88f30e7bbe100c83fb85c65557832cde18f50a85d6cfbe	Коричневое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_cyan	sha256:e08bca45ca12922c1cf2bf1bec6c372abca9a781260011c5250c055d1eef9df0	Бирюзовое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_gray	sha256:11d77c84e1a904dd7870dd2b16bd3cb687930c014b1161bdd154775d4e62ea52	Серое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_green	sha256:f4af503008394cf16a3c68903968d93dfc4191e37287d27284149f870bdc55e0	Зелёное затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_light_blue	sha256:0e342e1843f37cb9a0c6e3cb4ffc55cd8c2d383f72210e1b8b75ffd44c03dbcb	Голубое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_light_gray	sha256:d9d3ad1d070903eb053d74be1b03cf981a625b5116c872666c528b18b58a2363	Светло-серое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_lime	sha256:ca4a933509c79d4f9c1f2fc6fc06c79db6e25df0cc5c371796e34c7735b867a0	Лаймовое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_magenta	sha256:a95a74ef7a4fc256d2e5aca3716afe3b41d5efdf67922a843f0f471875d2a515	Пурпурное затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_orange	sha256:02ba5e300b5f050275a7f0b0fa92282f1c7e005ed6a6b45933929e94206eaa9a	Оранжевое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_pink	sha256:4477399dd0b0497a74b1d1d4bbfa7a160b986a99f5154968ae8b975d8232e18a	Розовое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_purple	sha256:5f5695276926d090b1fae94f9b77c78b992c8ec0c420e69fdf1df7cf46c41de7	Фиолетовое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_red	sha256:9d3254ac415c7ba4edd0449243eec022b912990705c7be47317e3c46d20cf2b8	Красное затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_white	sha256:6bf64d12df4d9493be6250fb4250a75697ddd4b3ecd36fd0b243cfe49fe4e003	Белое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dna_yellow	sha256:b5e0a7289a3e68ee649d3344358e76ebd0d80bc945460919807ae77f9104e590	Жёлтое затеняющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_dnm	sha256:32882e88bebc16afa3a52f59985604511ee62da598ff011c93d1db330eeb7de5	Затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_black	sha256:c7d649cfeac2a495685497b3c4a63d0a964a9c2e0ffd72adcdc0bbdac40d108c	Чёрное затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_blue	sha256:e4d1944043a6ca9d32714412dfc6467419d08b4c3286aa8c4d0edc4f3650f9c5	Синее затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_brown	sha256:f05bf8c2ef62b793f11226e34e929c0fb060bb07266c4fcc0fad2da45068a3ee	Коричневое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_cyan	sha256:bee62f93868a40d7024543443592ee7566a438d816c688bf0e22f1912d74920d	Бирюзовое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_gray	sha256:5287ddcc05aa4e6b5860ac4f8e8e7b676612202aa79671b14bbfa528e3c1629c	Серое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_green	sha256:b1353d3151c25e9bae1588451b442ad35fb4caaa2b9a2822950420bad82cab74	Зелёное затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_light_blue	sha256:c58755d72fc5a443dd6242d7c2bc1999cfc0bc66621d01e7fe878186f6098aec	Голубое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_light_gray	sha256:bde005a4971e2b6a228ced02b9fc124e67c142726d33905f4486149a3ba29b6a	Светло-серое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_lime	sha256:449a5a0e5da765c0d751e475a60f28d3d4b03fee55abccaf4e9b9c36ecb89836	Лаймовое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_magenta	sha256:d93325f58a3833ddb514d343710cd66ffd91e5055d8369df618120c0e0815b6c	Пурпурное затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_orange	sha256:8fa48bc0db0ff3622ce87209deb6c6c702ef3289c899f0d19116d1d479336bf0	Оранжевое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_pink	sha256:2e5d8b7cf16b33fd014d08b72775ae7648fcce2a34702a5ec48b0862b8f5f46e	Розовое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_purple	sha256:7ab5bb76c69687b620b2c324f3e52b00c53374b3931bd96f248acc9ee6aa1cbf	Фиолетовое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_red	sha256:fc656ea62bedec3481099a5739a0d7a36dbbdd6cd707f69105cf4865b6728f57	Красное затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_white	sha256:c38d3b83b4f2d517b18747b6496940cd411ed157c3cc5eb94f0945b16acaf4c0	Белое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnm_yellow	sha256:51e96ac5b2e5d233707eefb491a3bef6429ed0fd0e0c3cb718fc37d491a0b383	Жёлтое затеняющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_dnp	sha256:a1eb806bb8b3e8279a7fc8ea44af3979cf35ce5758c33972d4d46bd79a3a5392	Затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_black	sha256:f207336b822b531f08dc083944f259e9ebdfd1dd81965a8b4c95514be4b7cbce	Чёрное затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_blue	sha256:5f5b467b4e7b1f08a296cd351063d0a42183ae790cfca03eca90c5fb302ab345	Синее затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_brown	sha256:357e2f6297056c4bc646247c74440ee254027508f99032a0b790c20deb54f84b	Коричневое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_cyan	sha256:d431db9047e2777a259e126d4a1a739a80c0ab2c3de466ea74bf1729b5a9ad4a	Бирюзовое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_gray	sha256:a0917a86dbb566c2fa58379d54f1e42b1c9170037b52a1a8c34d830589a05b58	Серое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_green	sha256:20765900e05b0f1cf0ced842cd1048a6b38684930d69b1eb9002e5412d23eaaa	Зелёное затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_light_blue	sha256:ccefafbdd7174aaa8eb1320350e56d864e9a0c9aa2eed5c683e4c52695a4dfc5	Голубое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_light_gray	sha256:0e99dd3d07e3c6fa4d2a6109980d81517b19dbdde63d8762b53a98f95c2cb639	Светло-серое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_lime	sha256:92f396743277eed6839a2cbec630e2e042c486a9071f3b5c6534a2ac28ae18bf	Лаймовое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_magenta	sha256:f6c6374e106ee97017a5629c06e8834b285efded27f4d619316b422398d54f20	Пурпурное затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_orange	sha256:3ba7eed879e647bdfe4876d807fc72f78ca554faf479788bd3149f211f5efd8a	Оранжевое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_pink	sha256:e5ae145e12a76d5c37db0235ac2b63d8d21fe952c52e369c1127f0efa5a6b309	Розовое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_purple	sha256:5744932af5b38d84e1dec9c2fc84cbed4cba93783349eef1cdf80b35bfbb9362	Фиолетовое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_red	sha256:4c08e9475c0b7960605e9e1821e1d37c10b52a3ff2bf259fc5e98a36cadfe998	Красное затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_white	sha256:686bcbdaebd0095d4e66921c6d7c5510767467ac235e0ab55c4af51bef02672b	Белое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dnp_yellow	sha256:1095272e3fbab2184922fde98b9d20807209423e5c10e57ca23c7cb0cbdb4d63	Жёлтое затеняющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_dp	sha256:3e170ff3d1a5e5b8e2f7f7fe5c43b07a381818d93c2bc9fbfcaae97df14f55ad	Затеняющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_dp_black	sha256:f5ab72778ec8fc15158f96b3a5da3093205dad082d77c42dd539abb75f50111c	Чёрное затеняющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_dp_blue	sha256:9139217a59e95b1782640c9b14b9449f49547044478403df4c9fd86880c5ebfe	Синее затеняющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_dp_brown	sha256:8bad9d33c92e97a989825ac715a11911fd35c0b75362e83dd18707246666add8	Коричневое затеняющее чистое стекло (проходят игроки)
